"study","wave","version","versn_s","doi_gesis","doi_wvsa","studytit","uniqid","intrvwr_id","cntry","cntry_an","cntrycow","year","fw_start","fw_end","cntry_y","mode","mm_mixed_mode_evs5","mm_mode_fu_evs5","mm_matrix_group_evs5","mm_fw_start_fu_evs5","mm_fw_end_fu_evs5","mm_year_fu_evs5","ivlength","ivstart","ivstend","ivdate","mm_v277_fu_evs5","mm_v278a_fu_r_evs5","mm_v279a_fu_r_evs5","lnge_num","lnge_iso","gwght","pwght","wght_eq1000","reg_nuts1","reg_nuts2","reg_iso","size_5c","respint","a001","a002","a003","a004","a005","a006","a008","a009","a170","a173","a027","a029","a030","a032","a034","a035","a038","a039","a040","a041","a042","a065","a066","a067","a068","a071","a072","a074","a078","a079","a080_01","a080_02","a124_02","a124_03","a124_06","a124_08","a124_09","a165","b008","c001","c001_01","c002","c002_01","d081","d026_03","d026_05","c038","c039","c041","d001_b","g007_18_b","g007_33_b","g007_34_b","g007_35_b","g007_36_b","d054","d059","d060","d061","d078","e001","e002","e003","e004","y002","e012","e015","e018","e023","e025","e026","e027","e028","e033","e035","e036","e037","e039","e069_01","e069_02","e069_04","e069_05","e069_06","e069_07","e069_08","e069_18a","e069_18","e069_11","e069_12","e069_13","e069_14","e069_17","e069_20","e111_01","e114","e115","e116","e117","e179_wvs7","e181_evs5","e224","e225","e226","e227","e228","e229","e233","e233a","e233b","e235","e236","e263","e264","e265_01","e265_02","e265_03","e265_04","e265_05","e265_06","e265_07","e265_08","f025","f028","f028b_wvs7","f066_evs5","f034","f050","f051","f053","f054","f063","f114a","f115","f116","f117","f118","f119","f120","f121","f122","f123","f132","e290","f144_02","g005","g006","g052","g062","g063","g255","g256","g257","h009","h010","h011","x001","x002","x003","x003r","x003r2","g027a","x002_02a","x002_02b","v002","v002a","v002a_01","v001","v001a","v001a_01","x007","x026_01","x011","x013","x025a_01","x025r","w002a_01","w002r","v004am_01","v004rm","v004af_01","v004rf","x028","w003","x052","x035_evs5","x036e_wvs7","v097ef","w005_evs5","w006e_wvs7","x047_wvs7","x047e_evs5"
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722097,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,91,13.43,15.15,20170504,-4,-4,-4,128,"en",1.364988346,125231.12481,0.385208,"-4","-4",840033,-5,2,1,3,1,3,1,2,1,1,10,9,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,-4,2,-4,2,5,2,1,1,2,1,3,2,3,2,2,1,4,3,3,4,1,2,2,1,2,0,3,2,3,2,3,2,3,8,7,6,4,1,1,2,4,3,3,4,4,4,-4,4,4,2,3,3,4,3,3,2,3,3,840002,-4,9,4,9,9,5,9,9,6,6,8,4,1,1,3,1,1,1,4,4,1,1,0,3,1,-4,1,1,1,1,1,10,2,3,2,1,7,6,8,8,5,5,7,4,7,1,2,3,4,4,2,2,3,1,4,1,2,1990,27,2,1,1,840,"US",1,840,"US",1,840,"US",6,2,1,3,6,3,-3,-3,3,2,3,2,1,-3,1,-4,-2,-1,-4,-3,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722098,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,224,13.15,16.59,20170506,-4,-4,-4,128,"en",0.606287301,125231.12481,0.385208,"-4","-4",840033,3,2,1,2,2,3,2,1,3,3,3,4,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,-4,1,-4,3,3,2,2,2,3,3,2,2,2,2,2,3,3,3,3,3,1,2,1,3,1,1,2,1,3,2,2,2,2,5,5,3,6,5,2,1,3,3,1,3,3,3,-4,4,3,3,2,1,3,5,2,3,2,3,840001,-4,5,5,5,5,5,5,5,5,5,5,5,2,2,2,3,3,3,2,2,3,3,2,2,3,-4,1,1,1,1,1,9,5,3,1,2,9,3,3,8,5,5,8,1,6,1,1,3,2,1,2,2,1,2,4,3,2,1993,24,1,1,1,840,"US",1,840,"US",1,840,"US",1,1,1,3,5,3,6,3,4,2,4,2,1,1,3,-4,5,-1,-4,3,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722099,-3,840,"US",2,2017,201704,201705,8402017,5,-4,-4,-4,-4,-4,-4,100,17.08,18.48,20170503,-4,-4,-4,128,"en",0.421026716,125231.12481,0.385208,"-4","-4",840033,3,1,1,1,1,4,1,4,2,2,5,10,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,2,1,3,-4,1,-4,1,2,2,1,1,1,2,2,2,2,2,2,2,-1,4,4,4,3,1,3,1,1,1,2,3,4,2,1,1,2,5,1,5,6,5,4,1,1,4,4,4,4,-1,-4,4,4,1,1,4,1,1,1,1,2,1,5,-4,1,1,10,10,5,5,10,1,1,10,5,3,3,3,4,2,1,4,4,1,4,0,4,1,-4,3,1,1,0,0,1,1,5,5,1,10,5,7,10,10,1,10,1,10,1,3,3,2,2,2,3,3,2,4,4,1,1987,30,2,2,1,840,"US",1,840,"US",1,840,"US",6,1,0,2,5,3,-3,-3,7,3,7,3,1,-3,2,-4,6,2,-4,-3,3,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722100,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,28,21.34,22.03,20170501,-4,-4,-4,128,"en",1.707027416,125231.12481,0.385208,"-4","-4",840030,4,1,1,1,1,1,2,4,2,2,6,5,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1,1,2,-4,2,-4,1,5,3,4,3,5,1,2,1,1,1,1,3,4,4,4,4,3,1,2,4,3,0,1,3,1,1,2,2,2,1,1,8,8,7,2,3,2,1,3,3,2,2,-4,3,3,4,1,3,2,3,4,2,4,2,840002,-4,-2,1,10,10,1,10,10,10,2,10,5,2,1,2,1,2,3,3,4,2,2,0,8,8,-4,2,-2,-2,-2,-2,2,5,5,3,3,10,8,10,10,10,10,10,1,1,1,3,5,3,3,2,3,3,2,1,1,2,1997,20,1,1,1,840,"US",1,840,"US",1,840,"US",6,2,0,2,4,2,-3,-3,2,1,4,2,2,-3,1,-4,7,-2,-4,-3,3,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722101,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,50,15.25,16.16,20170515,-4,-4,-4,128,"en",1.048051781,125231.12481,0.385208,"-4","-4",840013,3,2,1,1,2,2,2,1,2,2,8,9,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,2,-4,2,-4,3,4,4,4,3,4,1,2,1,2,2,2,3,3,3,2,3,1,2,4,1,2,0,3,1,1,1,3,2,3,8,7,9,4,3,2,2,3,4,2,3,3,3,-4,2,3,3,3,3,4,7,4,4,4,1,840001,-4,6,1,10,5,1,9,10,1,9,-2,8,2,1,1,4,3,2,2,1,4,3,2,2,1,-4,1,1,1,1,1,10,2,2,2,2,8,5,2,6,3,6,5,1,6,1,1,3,3,3,3,3,1,1,2,4,1,1953,64,5,3,1,840,"US",1,840,"US",1,840,"US",1,1,2,2,6,3,6,3,3,2,3,2,3,1,2,-4,-2,7,-4,3,6,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722102,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,33,16.07,16.4,20170501,-4,-4,-4,128,"en",0.576089487,125231.12481,0.385208,"-4","-4",840025,-5,2,2,2,3,4,3,1,2,2,8,8,0,0,0,1,0,1,0,1,1,1,0,1,0,-2,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,3,-4,1,-4,1,4,2,3,2,5,1,1,1,2,2,2,3,3,3,3,3,2,1,4,1,2,0,2,1,3,1,2,2,3,6,6,2,4,3,1,3,4,3,2,4,2,2,-4,3,3,3,3,3,4,2,2,2,3,2,840004,-4,2,2,10,2,2,4,9,2,3,8,6,3,3,1,1,1,3,4,1,3,3,2,1,1,-4,1,1,1,1,1,10,2,2,2,2,9,3,3,5,2,2,2,2,4,1,3,3,2,1,3,2,3,2,4,4,2,1968,49,4,2,1,840,"US",1,840,"US",1,840,"US",6,2,0,3,7,3,-3,-3,4,2,4,2,2,-3,2,-4,7,1,-4,-3,3,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722103,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,33,10.34,11.08,20170428,-4,-4,-4,128,"en",1.356464691,125231.12481,0.385208,"-4","-4",840006,4,1,1,2,2,2,1,3,1,1,9,7,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,3,-4,1,-4,5,1,2,1,1,1,2,3,2,3,3,3,2,3,3,2,3,3,1,2,4,3,1,3,1,2,1,2,2,3,10,10,1,1,1,3,3,4,4,3,3,3,4,-4,3,3,3,3,3,4,4,3,3,3,2,5,-4,1,1,10,1,1,10,10,1,1,10,5,2,1,3,2,1,2,3,3,2,3,0,7,8,-4,1,0,1,0,0,3,1,1,1,1,3,3,4,5,3,3,3,1,6,1,2,3,2,3,1,1,2,3,4,4,1,1994,23,1,1,1,840,"US",1,840,"US",1,840,"US",6,1,0,5,3,2,-3,-3,4,2,5,3,1,-3,2,-4,1,-2,-4,-3,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722104,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,-5,-5,20170512,-4,-4,-4,128,"en",1.700963286,125231.12481,0.385208,"-4","-4",840005,4,3,1,1,2,2,2,3,2,2,5,6,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,-4,1,-4,2,4,3,3,2,2,1,2,2,3,2,2,3,3,3,3,3,3,1,2,1,2,1,3,3,3,1,1,2,2,4,5,5,7,1,3,2,3,3,3,4,3,4,-4,3,3,4,3,3,4,4,3,2,3,2,840001,-4,4,4,9,5,5,6,8,4,8,10,6,2,1,3,3,2,2,2,2,2,3,0,8,3,-4,1,1,1,1,0,10,1,1,1,1,10,5,5,5,5,1,5,1,5,1,2,3,3,4,2,2,3,2,3,3,1,1966,51,4,3,1,840,"US",1,840,"US",1,840,"US",3,1,1,3,4,2,-3,-3,5,3,8,3,7,-3,2,-4,-3,1,-4,-3,4,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722105,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,30,22.37,23.07,20170503,-4,-4,-4,128,"en",2.520320025,125231.12481,0.385208,"-4","-4",840001,4,1,1,2,3,2,1,1,2,3,7,8,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,2,1,3,-4,1,-4,1,2,2,1,1,3,2,2,2,3,3,3,2,3,3,3,3,2,3,2,1,2,1,1,1,3,2,2,2,2,6,2,3,7,1,2,2,3,3,1,2,1,3,-4,1,3,3,2,2,2,4,1,2,2,3,840001,-4,3,4,6,4,3,7,10,9,4,9,7,1,2,1,2,1,3,2,3,1,2,0,3,2,-4,1,1,1,1,1,10,6,10,7,7,10,8,2,7,5,5,4,4,6,1,2,4,3,4,2,2,1,2,1,3,1,1997,20,1,1,1,840,"US",1,840,"US",1,840,"US",6,2,0,2,3,2,-3,-3,3,2,-1,-1,7,-3,2,-4,-3,-1,-4,-3,4,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722106,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,67,9.54,11.02,20170503,-4,-4,-4,128,"en",1.512441212,125231.12481,0.385208,"-4","-4",840043,5,2,1,1,2,3,3,1,2,3,5,6,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,2,-4,3,-4,3,3,3,2,2,3,2,3,2,3,3,3,2,3,3,3,3,3,1,4,2,3,0,2,1,3,2,3,3,3,4,6,4,4,4,2,1,3,1,3,3,3,3,-4,4,3,3,3,3,3,5,3,3,4,2,840002,-4,6,6,9,7,5,8,8,4,6,8,7,2,1,2,3,2,2,2,2,2,3,0,2,3,-4,1,1,1,1,1,10,2,2,1,1,3,2,2,4,3,2,4,2,2,1,2,4,3,3,2,2,2,3,3,3,1,1968,49,4,2,1,840,"US",1,840,"US",1,840,"US",1,1,3,4,4,2,3,2,3,2,4,2,1,1,2,-4,5,6,-4,5,6,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722107,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,95,21.06,22.41,20170502,-4,-4,-4,128,"en",0.452194448,125231.12481,0.385208,"-4","-4",840009,4,2,1,2,1,1,1,1,1,2,9,9,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,2,-4,1,-4,2,5,2,1,5,5,1,4,2,4,2,2,1,4,4,3,4,1,2,1,3,1,1,1,1,1,1,1,1,1,2,6,1,10,1,2,1,3,2,4,3,3,1,-4,4,4,4,2,4,1,3,4,2,4,1,840002,-4,5,1,10,1,1,10,10,1,1,10,1,1,1,2,3,2,3,2,2,3,3,8,1,1,-4,1,1,1,1,1,10,4,4,10,1,1,2,2,2,2,2,2,1,9,1,1,4,2,2,2,2,2,1,4,4,1,1986,31,2,2,1,840,"US",1,840,"US",1,840,"US",1,1,2,4,6,3,5,3,4,2,4,2,2,1,2,-4,8,6,-4,3,2,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722108,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,105,20.4,22.25,20170502,-4,-4,-4,128,"en",0.226122878,125231.12481,0.385208,"-4","-4",840020,3,2,1,2,1,2,2,4,2,2,7,7,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,-4,2,-4,1,5,4,5,5,4,2,2,2,3,3,2,3,4,4,4,4,3,1,2,4,3,0,1,3,1,1,1,1,2,1,1,10,10,6,4,3,2,1,3,4,1,2,-4,4,3,3,1,2,1,1,4,2,4,1,840002,-4,10,1,10,10,1,10,10,8,1,10,2,2,1,1,3,3,4,4,2,2,4,0,8,8,-4,3,0,0,0,0,1,1,1,1,1,10,3,10,7,7,5,10,1,1,1,2,5,2,3,3,2,2,2,4,3,1,1976,41,3,2,1,840,"US",1,840,"US",1,840,"US",1,1,0,2,8,3,6,3,7,3,8,3,1,5,1,-4,1,1,-4,-3,9,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722109,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,42,15.29,16.12,20170503,-4,-4,-4,128,"en",0.615377324,125231.12481,0.385208,"-4","-4",840006,4,2,2,2,2,3,2,4,2,2,7,8,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,3,-4,3,-4,3,3,3,3,3,3,2,3,2,3,4,3,-2,-2,3,3,-2,-2,-2,2,1,2,-2,3,2,4,2,2,2,2,-2,-2,-2,-2,5,3,-2,3,3,3,3,3,4,-4,3,3,4,4,3,3,5,2,3,3,2,-2,-4,1,-2,10,1,-2,-2,10,1,-2,10,6,3,3,4,4,4,4,4,3,1,2,-2,8,8,-4,-2,0,0,0,0,1,-2,-2,1,1,10,10,10,10,10,10,10,-2,10,1,3,3,3,3,3,3,3,3,3,3,1,1981,36,3,2,1,840,"US",1,840,"US",1,840,"US",3,1,0,2,4,2,-3,-3,-1,-1,-1,-1,-2,-3,2,-4,0,6,-4,-3,2,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722110,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,35,17.58,18.34,20170504,-4,-4,-4,128,"en",1.291386274,125231.12481,0.385208,"-4","-4",840020,5,2,1,1,2,3,1,1,2,2,8,7,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,2,-4,3,-4,5,3,2,2,2,4,1,2,1,3,3,3,2,3,4,3,4,1,2,1,4,2,0,1,3,2,1,2,2,2,8,2,5,6,3,3,3,4,3,3,3,3,3,-4,3,3,3,2,3,4,9,4,3,4,1,-2,-4,5,2,10,2,2,10,10,1,2,10,9,1,1,1,3,3,3,3,1,3,3,-2,1,1,-4,1,1,1,1,1,10,2,1,2,1,2,1,2,5,1,2,2,1,2,1,1,3,2,3,1,2,2,2,3,3,2,1993,24,1,1,1,840,"US",1,840,"US",1,840,"US",6,2,-2,6,7,3,-3,-3,7,3,6,3,1,-3,3,-4,1,4,-4,-3,3,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722111,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,-5,-5,20170502,-4,-4,-4,128,"en",1.31487154,125231.12481,0.385208,"-4","-4",840020,-5,2,1,2,2,3,1,3,1,2,5,5,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,-4,1,-4,1,2,3,3,2,4,2,3,1,2,2,2,1,3,3,3,2,1,2,2,1,2,1,2,1,4,2,2,1,3,5,1,5,10,1,4,4,4,3,4,3,2,2,-4,4,3,1,1,2,2,5,2,3,3,3,840001,-4,5,5,4,5,5,5,5,5,4,5,5,1,1,3,2,2,2,4,4,1,4,0,2,2,-4,2,1,1,1,1,10,4,5,1,1,10,5,5,5,1,1,10,5,2,1,1,3,1,2,2,1,1,2,4,2,2,1997,20,1,1,1,840,"US",1,840,"US",1,840,"US",6,2,0,6,3,2,-3,-3,3,2,-1,-1,7,-3,1,-4,-3,6,-4,-3,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722112,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,43,16.27,17.11,20170521,-4,-4,-4,128,"en",1.042286772,125231.12481,0.385208,"-4","-4",840017,3,1,1,1,1,1,1,1,2,3,7,10,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,-4,1,-4,4,4,4,2,2,4,2,2,1,3,2,2,2,2,3,3,3,2,-2,1,-2,-5,1,3,2,1,1,1,2,2,9,1,1,1,1,3,2,4,3,2,4,3,4,-4,1,4,4,4,4,4,10,4,4,4,1,840001,-4,7,1,10,10,6,6,8,1,4,10,10,1,1,2,2,3,2,4,2,1,2,0,8,1,-4,1,1,1,1,1,10,1,1,1,1,4,2,1,5,5,1,5,1,7,1,1,1,3,3,3,3,3,1,4,1,1,1965,52,4,3,1,840,"US",1,840,"US",1,840,"US",1,1,4,3,3,2,3,2,4,2,3,2,1,1,2,-4,6,6,-4,5,4,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722113,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,51,16.14,17.06,20170503,-4,-4,-4,128,"en",1.763538386,125231.12481,0.385208,"-4","-4",840043,3,1,1,2,2,2,1,4,2,2,7,7,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,2,3,2,-4,2,-4,1,5,3,3,3,3,2,3,2,2,2,2,2,4,4,4,4,2,3,1,2,2,1,3,1,2,1,3,2,3,7,6,1,3,1,3,2,4,4,3,3,3,3,-4,3,3,3,3,3,3,3,4,3,3,1,840004,-4,2,1,10,2,2,10,10,1,5,10,8,2,1,3,1,2,2,4,2,3,4,0,8,8,-4,2,0,0,0,0,1,1,2,1,1,10,2,5,10,3,1,10,1,8,1,1,3,2,3,3,2,1,1,2,3,1,1989,28,2,1,1,840,"US",1,840,"US",1,840,"US",2,1,3,4,6,3,7,3,3,2,-1,-1,1,1,3,-4,3,-1,-4,2,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722114,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,107,14.27,16.15,20170502,-4,-4,-4,128,"en",2.191787594,125231.12481,0.385208,"-4","-4",840017,-5,1,1,2,2,3,2,3,1,2,8,10,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,-1,-1,-1,-1,-1,2,1,2,-4,1,-4,3,3,2,2,1,4,2,3,3,4,3,3,2,3,3,3,3,3,1,2,4,3,0,3,1,3,2,3,1,2,5,7,5,4,6,2,2,3,2,1,2,4,3,-4,3,3,2,3,2,3,6,3,2,4,1,840004,-4,7,4,5,3,5,7,5,8,4,3,9,2,1,1,2,1,3,1,2,2,1,0,3,5,-4,2,1,0,1,1,5,5,6,5,7,8,5,3,6,5,5,6,4,5,1,4,3,3,2,1,3,1,3,3,2,2,1996,21,1,1,1,840,"US",1,840,"US",1,840,"US",2,1,1,3,3,2,4,2,4,2,4,2,2,1,1,-4,5,8,-4,3,6,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722115,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,46,22.2,23.07,20170502,-4,-4,-4,128,"en",2.023015483,125231.12481,0.385208,"-4","-4",840035,3,1,1,2,2,2,1,2,1,2,7,6,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,1,0,1,0,0,1,2,1,-4,3,-4,3,2,2,3,-2,3,1,3,2,3,3,3,-2,2,3,2,2,1,-2,3,-2,-5,1,2,2,2,2,3,3,2,7,8,7,5,7,1,2,2,3,1,2,1,2,-4,2,2,2,3,1,2,8,2,1,1,2,840001,-4,2,3,3,5,4,3,8,4,3,6,5,3,3,2,3,1,2,2,2,3,2,0,7,6,-4,2,1,0,1,1,8,1,1,1,2,3,5,4,4,3,4,1,1,1,1,2,3,2,3,1,2,2,2,2,3,1,1969,48,4,2,2,156,"CN",-2,156,"CN",-2,156,"CN",1,3,5,5,4,2,3,2,3,2,3,2,2,2,2,-4,-2,1,-4,-2,8,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722116,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,56,17.15,18.12,20170501,-4,-4,-4,128,"en",0.708573202,125231.12481,0.385208,"-4","-4",840046,4,2,2,3,2,2,3,4,3,2,7,7,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,2,1,2,-4,2,-4,3,5,4,3,3,3,2,2,2,3,3,3,3,3,3,4,3,1,2,4,2,3,-2,2,3,1,1,1,1,2,3,3,5,7,3,4,2,2,2,3,3,2,2,-4,4,3,3,2,2,3,3,4,2,4,1,840002,-4,8,1,10,6,1,10,10,5,8,10,7,1,1,1,3,3,4,2,2,2,4,0,8,8,-4,3,0,0,0,0,1,2,1,3,1,10,8,8,9,6,9,9,9,9,1,2,3,2,2,2,2,2,3,4,4,1,1954,63,5,3,1,840,"US",1,840,"US",1,840,"US",1,1,0,2,6,3,4,2,3,2,4,2,4,4,2,-4,-3,5,-4,-3,8,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722117,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,30,21.14,21.45,20170501,-4,-4,-4,128,"en",0.543190355,125231.12481,0.385208,"-4","-4",840020,-5,2,1,2,2,3,2,2,2,2,4,6,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,2,2,2,-4,3,-4,2,4,3,2,2,4,1,2,2,2,2,2,2,3,3,3,3,2,1,1,2,2,0,2,1,3,2,3,3,3,5,7,4,10,4,2,2,3,3,2,3,3,2,-4,3,3,3,3,2,2,1,3,3,3,2,840002,-4,10,5,6,6,4,8,9,5,7,9,6,2,1,2,2,2,2,3,3,1,3,2,2,3,-4,1,1,0,0,0,8,1,1,1,1,7,1,9,10,8,6,1,1,9,1,2,4,3,3,3,3,-2,1,1,1,2,1979,38,3,2,1,840,"US",1,840,"US",1,840,"US",6,2,0,3,6,3,-3,-3,5,3,4,2,1,-3,1,-4,3,4,-4,-3,4,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722118,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,34,10.2,10.55,20170520,-4,-4,-4,128,"en",1.020376586,125231.12481,0.385208,"-4","-4",840009,4,2,1,1,2,2,1,1,1,4,8,8,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,-4,3,-4,1,5,1,3,3,3,1,2,2,3,2,2,2,3,3,2,3,2,1,1,2,2,1,3,1,1,1,2,2,2,9,6,2,3,1,2,2,3,3,2,3,2,3,-4,2,3,2,3,2,3,8,3,4,4,1,840001,-4,2,1,10,1,10,10,10,1,10,8,8,1,1,2,2,4,1,4,1,3,3,2,2,2,-4,1,1,1,1,1,10,1,5,1,1,1,1,1,4,1,1,1,1,8,1,2,3,2,3,3,3,2,2,3,3,1,1953,64,5,3,1,840,"US",1,840,"US",1,840,"US",1,1,5,2,4,2,4,2,3,2,3,2,3,1,2,-4,1,4,-4,3,4,-4
